Server: userID,itemID,amount,date,time
239012,5571,46,2020-04-01,15:23:48
500781,6232,93,2020-04-01,15:23:49
676380,3188,45,2020-04-01,15:24:11
439425,5974,42,2020-04-01,15:24:11
860974,2076,45,2020-04-01,15:24:11
12799,3138,18,2020-04-01,15:24:11
831065,8497,30,2020-04-01,15:24:11
11004,1008,34,2020-04-01,15:24:14
395239,2828,2,2020-04-01,15:24:31
457665,1614,80,2020-04-01,15:24:34
562513,3098,35,2020-04-01,15:24:37
996917,5550,96,2020-04-01,15:24:38
286500,3789,2,2020-04-01,15:24:49
170665,886,27,2020-04-01,15:24:49
145708,8612,38,2020-04-01,15:24:50
882850,8126,53,2020-04-01,15:24:52
193193,5414,84,2020-04-01,15:24:53
439946,734,98,2020-04-01,15:24:53
116953,96,73,2020-04-02,14:35:25
260781,16,70,2020-04-02,14:35:49
496223,30,56,2020-04-02,14:35:49
75039,10,18,2020-04-02,14:36:25
155456,67,25,2020-04-02,14:38:12
101546,42,8,2020-04-02,14:40:45
652263,55,16,2020-04-02,14:40:47
287219,29,8,2020-04-02,14:40:49
553345,58,26,2020-04-02,14:40:49
551958,88,21,2020-04-02,14:40:52
308890,77,24,2020-04-02,14:40:53
236003,6,62,2020-04-02,14:41:03
162392,27,69,2020-04-02,14:41:03
358593,3070,39,2020-04-02,14:43:09
717827,2962,76,2020-04-02,14:43:09
834042,3362,6,2020-04-02,14:43:33
852084,9890,87,2020-04-02,14:43:33
622232,7368,11,2020-04-02,14:43:38
319681,4096,53,2020-04-02,14:46:02
428524,3368,79,2020-04-02,14:46:30
492311,4483,22,2020-04-02,14:46:32
344942,5828,75,2020-04-02,14:46:32
174683,5209,71,2020-04-02,14:46:32
244906,3945,32,2020-04-02,14:46:35
570069,822,57,2020-04-02,14:46:37
46938,4255,42,2020-04-02,14:46:40
862940,892,83,2020-04-02,14:47:02
211856,3761,77,2020-04-02,14:47:05
902230,3079,64,2020-04-02,14:47:05
256668,2247,14,2020-04-02,14:47:13
940055,2256,43,2020-04-02,14:47:16
203427,2083,54,2020-04-02,14:47:16
375504,1069,42,2020-04-02,14:47:16
419659,3376,7,2020-04-02,14:47:23
206394,5274,7,2020-04-02,14:47:59
682886,6347,21,2020-04-02,14:48:22
892531,8926,36,2020-04-02,14:48:22
821868,2798,33,2020-04-02,14:48:26
254052,495,65,2020-04-02,14:48:54
95998,6272,31,2020-04-02,14:48:55
984106,3793,8,2020-04-02,14:49:04
750432,2994,73,2020-04-02,14:49:05
749027,1944,12,2020-04-02,14:49:05
990624,2946,18,2020-04-02,14:49:13
111178,2948,35,2020-04-02,14:49:16
79537,4382,62,2020-04-02,14:49:23
386352,5665,90,2020-04-02,14:49:25
761398,74,96,2020-04-02,14:49:28
548233,5861,8,2020-04-02,14:49:30
280745,7532,88,2020-04-02,14:49:30
322450,5641,55,2020-04-02,14:49:32
241204,5916,38,2020-04-02,14:49:33
456797,8247,75,2020-04-02,14:52:22
227383,5562,73,2020-04-02,14:52:25
57100,8610,21,2020-04-02,14:52:28
539236,3617,2,2020-04-02,14:52:30
555812,7787,22,2020-04-02,14:52:30
259966,1191,95,2020-04-02,14:52:33
30313,1408,14,2020-04-02,14:52:33
59823,6301,55,2020-04-02,14:52:38
163234,8037,91,2020-04-02,14:52:38
489639,2326,37,2020-04-02,14:52:38
972555,8961,29,2020-04-02,14:52:41
302882,3154,29,2020-04-02,14:52:47
762042,9379,39,2020-04-02,14:52:50
166866,4314,39,2020-04-02,14:53:04
319135,5735,29,2020-04-02,14:53:09
935405,7725,58,2020-04-02,14:53:10
208539,7466,53,2020-04-02,14:53:14
135022,715,63,2020-04-02,14:53:14
114524,9946,84,2020-04-02,14:53:15
944441,8223,85,2020-04-02,14:53:15
521902,4336,28,2020-04-02,14:53:19
25322,2995,58,2020-04-02,14:54:53
512119,3233,97,2020-04-02,14:54:56
481723,7622,91,2020-04-02,14:54:56
483033,7496,29,2020-04-02,14:54:56
747675,6690,20,2020-04-02,14:54:59
965407,1218,7,2020-04-02,14:55:06
645584,8316,48,2020-04-02,14:55:06
11989,5413,73,2020-04-02,14:55:07
903954,3943,97,2020-04-02,14:55:14
617354,5151,44,2020-04-02,14:55:14
631264,7254,93,2020-04-02,14:55:27
411298,7055,30,2020-04-02,14:55:28
417749,2267,95,2020-04-02,14:55:35
769260,6947,8,2020-04-02,14:55:42
3273,8998,20,2020-04-02,14:59:15
148840,209,83,2020-04-02,14:59:15
766419,5781,88,2020-04-02,14:59:15
699836,1891,92,2020-04-02,14:59:15
746309,5254,9,2020-04-02,14:59:15
480384,5507,64,2020-04-02,14:59:15
487142,2036,88,2020-04-02,14:59:17
606485,7220,47,2020-04-02,14:59:17
632117,7110,95,2020-04-02,14:59:22
948627,3807,59,2020-04-02,14:59:28
189852,1814,69,2020-04-02,14:59:28
494447,3726,40,2020-04-02,14:59:28
201922,7981,48,2020-04-02,14:59:28
17252,1073,74,2020-04-02,14:59:36
192539,9447,10,2020-04-02,14:59:36
374649,8425,82,2020-04-02,14:59:41
230957,8702,72,2020-04-02,14:59:41
771879,1659,23,2020-04-02,14:59:42
363232,1614,41,2020-04-02,14:59:43
857126,1090,37,2020-04-02,14:59:44
450691,4174,74,2020-04-02,14:59:44
651297,7077,39,2020-04-02,14:59:44
315042,8650,3,2020-04-02,14:59:47
848798,5382,7,2020-04-02,14:59:52
639580,1526,85,2020-04-02,14:59:54
723643,3422,13,2020-04-02,14:59:57
664751,1479,64,2020-04-02,14:59:57
131582,3015,32,2020-04-02,15:02:04
138870,1496,56,2020-04-02,15:02:29
264891,2879,5,2020-04-02,15:02:29
106674,2423,12,2020-04-02,15:02:35
27274,9756,16,2020-04-02,15:02:37
146987,3767,39,2020-04-02,15:03:37
93370,4361,13,2020-04-02,15:04:14
872775,5563,74,2020-04-02,15:04:14
672245,1044,85,2020-04-02,15:04:32
722995,5165,87,2020-04-02,15:04:32
188907,4698,45,2020-04-02,15:04:41
820785,6140,52,2020-04-02,15:04:42
343758,6383,29,2020-04-02,15:04:51
333800,8390,54,2020-04-02,15:04:51
39356,4837,55,2020-04-02,15:04:55
840362,3667,29,2020-04-02,15:04:58
576417,9661,34,2020-04-02,15:04:58
661560,3596,10,2020-04-02,15:04:58
834552,6595,60,2020-04-02,15:05:00
32078,9372,58,2020-04-02,15:05:28
226463,657,30,2020-04-02,15:05:39
515489,3910,60,2020-04-02,15:05:41
954007,9182,48,2020-04-02,15:05:41
420957,1136,72,2020-04-02,15:05:43
902233,4508,28,2020-04-02,15:05:49
554849,8364,95,2020-04-02,15:05:57
741181,7806,84,2020-04-02,15:05:58
778523,6859,29,2020-04-02,15:06:05
151018,482,66,2020-04-02,15:06:07
244375,7636,16,2020-04-02,15:06:35
652083,6623,46,2020-04-02,15:07:39
700989,9954,78,2020-04-02,15:07:39
185890,9697,34,2020-04-02,15:07:40
970071,9975,16,2020-04-02,15:07:42
76765,7871,40,2020-04-02,15:07:42
696744,1093,11,2020-04-02,15:07:48
800057,2011,13,2020-04-02,15:07:48
678767,64,84,2020-04-02,15:07:48
190968,134,82,2020-04-02,15:07:48
64251,8422,92,2020-04-02,15:07:50
563780,4594,37,2020-04-02,15:08:11
929281,9965,56,2020-04-02,15:08:11
854617,8185,64,2020-04-02,15:08:12
975585,1334,2,2020-04-02,15:08:12
511424,2018,61,2020-04-02,15:08:12
791927,6162,83,2020-04-02,15:08:14
870588,3624,47,2020-04-02,15:08:15
36466,3581,31,2020-04-02,15:08:17
645557,161,55,2020-04-02,15:08:17
287779,2312,95,2020-04-02,15:08:20
909118,6476,65,2020-04-02,15:08:22
972168,5380,15,2020-04-02,15:08:22
476400,2259,57,2020-04-02,15:08:22
754571,8270,44,2020-04-02,15:08:25
329832,3168,56,2020-04-02,15:08:25
677079,6284,52,2020-04-02,15:08:59
490214,4646,94,2020-04-02,15:09:02
503818,4131,51,2020-04-02,15:09:02
378972,6324,54,2020-04-02,15:09:42
758060,1558,62,2020-04-02,15:09:45
684720,524,49,2020-04-02,15:09:50
277086,2263,51,2020-04-02,15:09:51
802717,2203,30,2020-04-02,15:09:51
654129,5625,33,2020-04-02,15:09:54
472485,3009,64,2020-04-02,15:09:54
562591,674,50,2020-04-02,15:09:54
594207,7249,53,2020-04-02,15:09:54
284436,2600,36,2020-04-02,15:10:20
338087,951,92,2020-04-02,15:13:52
823304,1024,36,2020-04-02,15:13:53
934311,7628,84,2020-04-02,15:13:56
668448,2099,10,2020-04-02,15:13:56
14144,2130,42,2020-04-02,15:13:56
660939,3488,13,2020-04-02,15:13:56
131141,9138,53,2020-04-02,15:13:58
637035,404,80,2020-04-02,15:13:58
189984,8099,95,2020-04-02,15:14:14
963293,4976,32,2020-04-02,15:14:20
67375,575,73,2020-04-02,15:14:20
110336,5002,77,2020-04-02,15:14:20
567570,7323,15,2020-04-02,15:14:20
721594,8519,23,2020-04-02,15:14:20
373637,6727,61,2020-04-02,15:14:24
947307,4896,29,2020-04-02,15:14:24
222014,3070,1,2020-04-02,15:14:26
764823,7999,52,2020-04-02,15:14:27
256837,516,17,2020-04-02,15:14:40
616866,5390,4,2020-04-02,15:14:40
885321,6591,49,2020-04-02,15:14:43
374309,3368,59,2020-04-02,15:14:43
231718,1981,72,2020-04-02,15:14:43
57428,6333,29,2020-04-02,15:14:43
863142,2024,50,2020-04-02,15:14:51
828078,5467,94,2020-04-02,15:14:51
214971,4208,44,2020-04-02,15:14:51
524440,1695,78,2020-04-02,15:14:51
359454,249,84,2020-04-02,15:14:54
85998,8789,76,2020-04-02,15:16:38
183044,5618,6,2020-04-02,15:16:38
611229,4316,54,2020-04-02,15:16:38
83073,5605,88,2020-04-02,15:16:48
748515,8840,68,2020-04-02,15:17:46
316264,438,62,2020-04-02,15:17:46
669771,279,69,2020-04-02,15:17:46
227943,6875,79,2020-04-02,15:18:45
248489,4273,6,2020-04-02,15:19:08
993731,6714,9,2020-04-02,15:19:08
888518,820,78,2020-04-02,15:19:08
662275,5101,58,2020-04-02,15:19:09
641331,7812,75,2020-04-02,15:20:26
845344,3752,57,2020-04-02,15:20:26
400068,4784,56,2020-04-02,15:20:43
494981,2340,8,2020-04-02,15:20:43
876019,5499,72,2020-04-02,15:20:44
805130,2143,38,2020-04-02,15:21:07
689263,1283,66,2020-04-02,15:21:07
627018,6695,25,2020-04-02,15:21:07
999618,750,21,2020-04-02,15:21:32
287177,8691,38,2020-04-02,15:21:33
829039,69,7,2020-04-02,15:22:19
403866,560,86,2020-04-02,15:22:20
215081,1039,17,2020-04-02,15:22:36
453312,4973,95,2020-04-02,15:22:38
110869,764,40,2020-04-02,15:22:41
394344,2467,67,2020-04-02,15:22:42
383150,6028,34,2020-04-02,15:22:42
676033,5558,8,2020-04-02,15:23:19
804679,9955,90,2020-04-02,15:23:27
981203,6325,76,2020-04-02,15:23:27
633887,4397,21,2020-04-02,15:23:33
942651,3917,85,2020-04-02,15:23:46
773361,5633,42,2020-04-02,15:23:46
679787,8247,10,2020-04-02,15:23:46
65550,7194,32,2020-04-02,15:23:49
423269,4214,86,2020-04-02,15:24:11
564583,8889,18,2020-04-02,15:24:11
432643,1632,42,2020-04-02,15:24:14
314617,8067,38,2020-04-02,15:24:14
555221,3561,69,2020-04-02,15:24:31
175982,6966,21,2020-04-02,15:24:34
568667,5298,33,2020-04-02,15:24:34
255672,1152,71,2020-04-02,15:24:34
57901,487,47,2020-04-02,15:24:37
561019,920,53,2020-04-02,15:24:49
911279,7628,89,2020-04-02,15:24:50
7309,7764,73,2020-04-02,15:24:52
651319,7831,15,2020-04-02,15:24:52
224439,9492,58,2020-04-02,15:24:53
952617,6994,57,2020-04-02,15:24:53
447255,3566,79,2020-04-02,15:33:22
386246,2989,28,2020-04-02,15:33:22
326066,7129,27,2020-04-02,15:33:22
5052,85,73,2020-04-03,14:35:27
822997,40,21,2020-04-03,14:35:49
878615,60,20,2020-04-03,14:35:49
486320,30,39,2020-04-03,14:35:49
961088,17,49,2020-04-03,14:35:57
278256,63,97,2020-04-03,14:36:13
167256,33,49,2020-04-03,14:36:34
416230,8,93,2020-04-03,14:36:34
134863,89,14,2020-04-03,14:38:04
83296,79,27,2020-04-03,14:38:11
178747,83,49,2020-04-03,14:38:11
487212,60,31,2020-04-03,14:38:19
476385,64,26,2020-04-03,14:38:23
615585,85,37,2020-04-03,14:40:45
311283,19,97,2020-04-03,14:40:45
624949,33,53,2020-04-03,14:40:50
194813,57,44,2020-04-03,14:41:05
566130,77,65,2020-04-03,14:41:06
19160,74,6,2020-04-03,14:41:08
533648,3309,67,2020-04-03,14:43:06
939946,5069,12,2020-04-03,14:43:08
688216,4145,33,2020-04-03,14:43:30
964392,9221,1,2020-04-03,14:43:30
604497,5788,77,2020-04-03,14:43:30
666798,615,86,2020-04-03,14:43:33
881260,7268,15,2020-04-03,14:43:38
563460,9203,26,2020-04-03,14:46:02
655967,8170,91,2020-04-03,14:46:02
54577,8809,1,2020-04-03,14:46:02
197023,2281,81,2020-04-03,14:46:30
839898,2018,83,2020-04-03,14:46:30
286093,1706,21,2020-04-03,14:46:30
398442,5066,1,2020-04-03,14:46:34
420475,46,10,2020-04-03,14:46:37
354786,4030,92,2020-04-03,14:46:39
466192,7210,71,2020-04-03,14:47:02
110771,5036,82,2020-04-03,14:47:05
567267,3141,48,2020-04-03,14:47:18
178845,2507,60,2020-04-03,14:47:18
475090,7322,19,2020-04-03,14:47:23
733605,3278,10,2020-04-03,14:47:23
113893,5519,81,2020-04-03,14:48:22
709016,2309,54,2020-04-03,14:48:24
960030,5199,3,2020-04-03,14:48:26
970317,6419,80,2020-04-03,14:48:26
425227,7633,52,2020-04-03,14:48:30
995461,5993,33,2020-04-03,14:48:31
355854,932,76,2020-04-03,14:48:33
184549,8795,38,2020-04-03,14:48:55
773985,8328,26,2020-04-03,14:49:01
498907,5757,97,2020-04-03,14:49:01
890643,5827,88,2020-04-03,14:49:04
960823,2997,82,2020-04-03,14:49:04
319687,7621,47,2020-04-03,14:49:13
69323,7988,36,2020-04-03,14:49:18
415742,7097,17,2020-04-03,14:49:23
945306,4383,86,2020-04-03,14:49:30
522637,4160,11,2020-04-03,14:49:33
9729,9680,68,2020-04-03,14:49:33
664652,4709,62,2020-04-03,14:49:33
31447,5733,57,2020-04-03,14:49:35
403554,8848,39,2020-04-03,14:49:35
647763,9517,28,2020-04-03,14:49:38
690726,1140,92,2020-04-03,14:52:22
757659,6614,42,2020-04-03,14:52:28
202832,6431,37,2020-04-03,14:52:30
775917,625,5,2020-04-03,14:52:38
42207,5726,7,2020-04-03,14:52:38
924434,7210,36,2020-04-03,14:52:41
962056,7821,24,2020-04-03,14:52:41
46274,1022,97,2020-04-03,14:52:47
307502,1136,57,2020-04-03,14:52:50
320600,3032,39,2020-04-03,14:52:50
613149,9570,4,2020-04-03,14:52:50
625169,3890,42,2020-04-03,14:53:04
758506,2815,91,2020-04-03,14:53:09
849734,5649,92,2020-04-03,14:53:10
142026,613,70,2020-04-03,14:53:10
296026,4440,41,2020-04-03,14:53:13
658084,9545,32,2020-04-03,14:53:14
840395,5963,48,2020-04-03,14:53:14
426040,9916,87,2020-04-03,14:53:19
56556,1396,87,2020-04-03,14:54:53
740036,2531,2,2020-04-03,14:54:53
711975,4387,62,2020-04-03,14:55:01
414960,3519,27,2020-04-03,14:55:04
151801,5061,40,2020-04-03,14:55:06
318113,4113,20,2020-04-03,14:55:06
239555,996,17,2020-04-03,14:55:09
574175,2549,75,2020-04-03,14:55:09
537701,5861,31,2020-04-03,14:55:14
810973,7458,87,2020-04-03,14:55:16
739636,2384,83,2020-04-03,14:55:17
166240,9593,17,2020-04-03,14:55:17
476270,3907,24,2020-04-03,14:55:26
773959,427,89,2020-04-03,14:55:26
557303,4325,94,2020-04-03,14:55:35
758298,3080,31,2020-04-03,14:55:37
12401,100,22,2020-04-03,14:55:37
399380,7231,78,2020-04-03,14:55:39
965926,4271,24,2020-04-03,14:55:42
173646,1894,69,2020-04-03,14:55:46
786539,6527,82,2020-04-03,14:55:46
856606,7690,48,2020-04-03,14:59:15
684239,667,73,2020-04-03,14:59:22
514798,7890,35,2020-04-03,14:59:22
942250,4116,90,2020-04-03,14:59:25
120542,2230,56,2020-04-03,14:59:28
183176,4478,11,2020-04-03,14:59:33
530636,9407,79,2020-04-03,14:59:39
912466,4655,54,2020-04-03,14:59:41
468216,5069,23,2020-04-03,14:59:46
146250,9257,92,2020-04-03,14:59:47
260607,8905,58,2020-04-03,14:59:49
424971,9845,55,2020-04-03,14:59:51
907991,5781,64,2020-04-03,14:59:52
251026,1066,53,2020-04-03,14:59:52
518011,6405,95,2020-04-03,14:59:54
221708,6682,29,2020-04-03,14:59:56
786495,1806,9,2020-04-03,14:59:57
2022,1140,86,2020-04-03,15:01:02
807727,4991,80,2020-04-03,15:01:30
597366,5580,4,2020-04-03,15:01:30
889492,8089,35,2020-04-03,15:02:04
36929,2480,50,2020-04-03,15:02:04
663123,5115,21,2020-04-03,15:02:29
154356,23,38,2020-04-03,15:02:29
285744,6971,48,2020-04-03,15:02:35
541170,8980,96,2020-04-03,15:02:35
53415,5096,13,2020-04-03,15:02:35
650634,392,19,2020-04-03,15:02:37
885322,9138,18,2020-04-03,15:03:36
629833,6966,16,2020-04-03,15:04:32
424714,3598,48,2020-04-03,15:04:41
